company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay,ground_time_pressure,scheduled_flight_duration,ground_time_diff,total_pax,children_count,stroller_users,lap_child_count,ssr_count,Hot Transfer,checked_bags,transfer_bags,load_factor,transfer_bag_ratio,difficulty_score,daily_rank,difficulty_class
OO,5517,2025-08-02,ORD,PVD,2025-08-02 18:15:00+00:00,2025-08-02 21:54:00+00:00,2025-08-02 18:13:00+00:00,2025-08-02 21:42:00+00:00,76,ERJ-175,Express,85,49,34,-2.0,-51,219.0,51,74,1,0,1,0.0,0,11,44,0.9736842105263158,0.8,3.4042399265965866,290.0,Medium
OO,5420,2025-08-14,ORD,MLI,2025-08-14 15:35:00+00:00,2025-08-14 16:43:00+00:00,2025-08-14 16:56:00+00:00,2025-08-14 17:55:00+00:00,76,ERJ-175,Express,-70,35,34,81.0,104,68.0,-104,56,1,0,0,3.0,11,2,23,0.7368421052631579,0.92,3.4697273092627787,149.0,Medium
UA,764,2025-08-12,ORD,YYC,2025-08-12 08:43:00+00:00,2025-08-12 11:36:00+00:00,2025-08-12 08:38:00+00:00,2025-08-12 11:02:00+00:00,166,B737-800,Mainline,533,531,65,-5.0,-468,173.0,468,203,13,4,1,1.0,6,34,34,1.0,0.5,3.3328053470060426,174.0,Medium
YX,3708,2025-08-03,ORD,BNA,2025-08-03 12:45:00+00:00,2025-08-03 14:26:00+00:00,2025-08-03 12:49:00+00:00,2025-08-03 14:19:00+00:00,76,ERJ-175,Express,40,65,34,4.0,-6,101.0,6,80,1,0,0,0.0,10,29,13,1.0,0.30952380952380953,2.845632522678851,501.0,Easy
G7,4584,2025-08-08,ORD,TUL,2025-08-08 20:07:00+00:00,2025-08-08 22:15:00+00:00,2025-08-08 20:25:00+00:00,2025-08-08 22:22:00+00:00,50,CRJ-550,Express,72,77,29,18.0,-43,128.0,43,45,0,0,1,1.0,2,7,33,0.9,0.825,3.3931533292381006,201.0,Medium
OO,5122,2025-08-02,ORD,EAU,2025-08-02 12:25:00+00:00,2025-08-02 13:54:00+00:00,2025-08-02 12:22:00+00:00,2025-08-02 13:32:00+00:00,50,CRJ-200,Express,90,105,29,-3.0,-61,89.0,61,75,8,3,1,2.0,5,7,19,1.0,0.7307692307692307,3.5900647481676597,172.0,Medium
G7,4588,2025-08-04,ORD,MDT,2025-08-04 13:55:00+00:00,2025-08-04 16:57:00+00:00,2025-08-04 13:52:00+00:00,2025-08-04 16:37:00+00:00,50,CRJ-550,Express,58,30,29,-3.0,-29,182.0,29,47,0,0,0,0.0,4,4,16,0.94,0.8,3.350763388618976,181.0,Medium
UA,1859,2025-08-12,ORD,SNA,2025-08-12 16:50:00+00:00,2025-08-12 19:18:00+00:00,2025-08-12 18:42:00+00:00,2025-08-12 20:57:00+00:00,126,B737-700,Mainline,233,308,43,112.0,-190,148.0,190,133,8,0,1,4.0,2,144,32,1.0,0.18181818181818182,3.0367915559180894,331.0,Medium
UA,2683,2025-08-01,ORD,SAN,2025-08-01 14:06:00+00:00,2025-08-01 16:28:00+00:00,2025-08-01 14:03:00+00:00,2025-08-01 16:13:00+00:00,166,B737-800,Mainline,63,58,51,-3.0,-12,142.0,12,201,9,3,0,0.0,1,111,32,1.0,0.22377622377622378,2.8913101618924726,512.0,Easy
OO,5380,2025-08-08,ORD,MSY,2025-08-08 07:12:00+00:00,2025-08-08 09:48:00+00:00,2025-08-08 07:08:00+00:00,2025-08-08 09:42:00+00:00,76,ERJ-175,Express,662,658,34,-4.0,-628,156.0,628,72,0,0,0,1.0,8,26,29,0.9473684210526315,0.5272727272727272,3.0606819880743044,423.0,Easy
UA,1742,2025-08-14,ORD,JAX,2025-08-14 18:26:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 18:22:00+00:00,2025-08-14 21:43:00+00:00,166,B737-800,Mainline,90,110,51,-4.0,-39,214.0,39,142,0,0,2,1.0,0,35,57,0.8554216867469879,0.6195652173913043,3.0993828307321953,368.0,Medium
UA,611,2025-08-01,ORD,SFO,2025-08-01 07:20:00+00:00,2025-08-01 10:02:00+00:00,2025-08-01 07:49:00+00:00,2025-08-01 10:07:00+00:00,234,B757-300,Mainline,381,437,66,29.0,-315,162.0,315,292,9,3,1,5.0,9,145,8,1.0,0.05228758169934641,2.9500469760021444,498.0,Easy
UA,288,2025-08-10,ORD,SNN,2025-08-10 18:05:00+00:00,2025-08-11 07:30:00+00:00,2025-08-10 18:07:00+00:00,2025-08-11 07:36:00+00:00,176,B757-200,Mainline,240,196,122,2.0,-118,805.0,118,130,9,4,1,1.0,2,38,61,0.7386363636363636,0.6161616161616161,3.135044846262104,357.0,Medium
UA,1634,2025-08-04,ORD,IAD,2025-08-04 14:24:00+00:00,2025-08-04 17:30:00+00:00,2025-08-04 14:27:00+00:00,2025-08-04 18:10:00+00:00,179,B737-MAX9,Mainline,77,69,56,3.0,-21,186.0,21,196,4,1,0,1.0,0,61,54,1.0,0.46956521739130436,3.14839555318477,301.0,Medium
UA,2067,2025-08-11,ORD,BOS,2025-08-11 07:32:00+00:00,2025-08-11 10:59:00+00:00,2025-08-11 07:23:00+00:00,2025-08-11 10:49:00+00:00,166,B737-800,Mainline,563,581,51,-9.0,-512,207.0,512,192,8,3,2,2.0,0,65,24,1.0,0.2696629213483146,3.0170083929605482,429.0,Easy
UA,1198,2025-08-01,ORD,CUN,2025-08-01 09:21:00+00:00,2025-08-01 13:14:00+00:00,2025-08-01 09:25:00+00:00,2025-08-01 13:06:00+00:00,179,B737-900,Mainline,99,92,70,4.0,-29,233.0,29,227,12,2,1,3.0,0,122,19,1.0,0.1347517730496454,3.006217784132748,468.0,Easy
UA,1328,2025-08-04,ORD,SMF,2025-08-04 09:05:00+00:00,2025-08-04 11:46:00+00:00,2025-08-04 09:01:00+00:00,2025-08-04 11:35:00+00:00,179,B737-900,Mainline,69,86,56,-4.0,-13,161.0,13,185,2,0,2,3.0,5,57,60,1.0,0.5128205128205128,3.2745536727408178,224.0,Medium
OO,5447,2025-08-06,ORD,PVD,2025-08-06 11:05:00+00:00,2025-08-06 14:39:00+00:00,2025-08-06 11:13:00+00:00,2025-08-06 14:30:00+00:00,70,ERJ-175,Express,71,94,34,8.0,-37,214.0,37,72,2,1,0,2.0,0,12,24,1.0,0.6666666666666666,3.4025636330342426,184.0,Medium
UA,2389,2025-08-09,ORD,RSW,2025-08-09 10:57:00+00:00,2025-08-09 15:02:00+00:00,2025-08-09 11:42:00+00:00,2025-08-09 15:36:00+00:00,179,B737-900,Mainline,73,55,56,45.0,-17,245.0,17,278,20,4,3,7.0,0,130,20,1.0,0.13333333333333333,3.376100022380923,287.0,Medium
UA,399,2025-08-09,ORD,BOS,2025-08-09 11:05:00+00:00,2025-08-09 14:42:00+00:00,2025-08-09 11:01:00+00:00,2025-08-09 14:44:00+00:00,166,B737-MAX8,Mainline,70,78,51,-4.0,-19,217.0,19,203,15,4,1,7.0,0,78,40,1.0,0.3389830508474576,3.5297689385200517,192.0,Medium
OO,5603,2025-08-03,ORD,FNT,2025-08-03 20:08:00+00:00,2025-08-03 22:30:00+00:00,2025-08-03 20:03:00+00:00,2025-08-03 22:31:00+00:00,50,CRJ-200,Express,86,80,29,-5.0,-57,142.0,57,49,0,0,0,4.0,0,19,25,0.98,0.5681818181818182,3.3361321372546033,244.0,Medium
UA,580,2025-08-03,ORD,PDX,2025-08-03 16:13:00+00:00,2025-08-03 18:45:00+00:00,2025-08-03 18:39:00+00:00,2025-08-03 20:48:00+00:00,179,B737-900,Mainline,82,60,56,146.0,-26,152.0,26,200,8,2,1,9.0,2,86,43,1.0,0.3333333333333333,3.5035616187511445,124.0,Difficult
UA,1361,2025-08-12,ORD,STL,2025-08-12 21:20:00+00:00,2025-08-12 22:45:00+00:00,2025-08-13 00:02:00+00:00,2025-08-13 01:03:00+00:00,126,A319-100,Mainline,57,209,43,162.0,-14,85.0,14,141,9,0,1,5.0,9,14,108,1.0,0.8852459016393442,3.962764064042128,7.0,Difficult
UA,1617,2025-08-01,ORD,PHL,2025-08-01 14:20:00+00:00,2025-08-01 17:36:00+00:00,2025-08-01 14:15:00+00:00,2025-08-01 17:11:00+00:00,166,B737-800,Mainline,77,56,51,-5.0,-26,196.0,26,232,13,8,1,2.0,0,83,29,1.0,0.25892857142857145,3.118410271390495,419.0,Medium
UA,2099,2025-08-12,ORD,IAH,2025-08-12 09:46:00+00:00,2025-08-12 12:40:00+00:00,2025-08-12 09:44:00+00:00,2025-08-12 12:20:00+00:00,179,B737-900,Mainline,118,54,56,-2.0,-62,174.0,62,199,7,1,0,7.0,1,67,43,1.0,0.39090909090909093,3.4413619624185454,121.0,Medium
UA,2154,2025-08-07,ORD,ROC,2025-08-07 18:25:00+00:00,2025-08-07 21:13:00+00:00,2025-08-07 18:25:00+00:00,2025-08-07 21:17:00+00:00,179,B737-900,Mainline,93,90,56,0.0,-37,168.0,37,175,5,2,2,5.0,0,11,84,0.9776536312849162,0.8842105263157894,3.8623241520926084,11.0,Difficult
UA,2652,2025-08-15,ORD,RSW,2025-08-15 18:08:00+00:00,2025-08-15 22:09:00+00:00,2025-08-15 18:17:00+00:00,2025-08-15 22:29:00+00:00,166,B737-800,Mainline,72,49,51,9.0,-21,241.0,21,98,1,1,0,3.0,0,26,14,0.5903614457831325,0.35,2.624428753962553,530.0,Easy
OO,5499,2025-08-09,ORD,SBN,2025-08-09 19:35:00+00:00,2025-08-09 21:35:00+00:00,2025-08-09 19:33:00+00:00,2025-08-09 21:35:00+00:00,50,CRJ-200,Express,145,171,29,-2.0,-116,120.0,116,43,1,0,0,1.0,3,10,30,0.86,0.75,3.276011438080383,357.0,Medium
OO,5353,2025-08-05,ORD,GRR,2025-08-05 09:05:00+00:00,2025-08-05 11:17:00+00:00,2025-08-05 08:56:00+00:00,2025-08-05 11:09:00+00:00,50,CRJ-550,Express,75,80,29,-9.0,-46,132.0,46,46,2,2,0,0.0,1,4,5,0.92,0.5555555555555556,3.0726191048236733,410.0,Easy
UA,622,2025-08-13,ORD,DEN,2025-08-13 13:04:00+00:00,2025-08-13 14:46:00+00:00,2025-08-13 13:05:00+00:00,2025-08-13 14:34:00+00:00,364,B777-2HD,Mainline,99,107,87,1.0,-12,102.0,12,425,17,5,1,4.0,12,148,82,1.0,0.3565217391304348,3.4216642118420735,218.0,Medium
YX,3568,2025-08-03,ORD,YYZ,2025-08-03 10:50:00+00:00,2025-08-03 13:42:00+00:00,2025-08-03 10:48:00+00:00,2025-08-03 13:29:00+00:00,76,ERJ-175,Express,75,39,42,-2.0,-33,172.0,33,81,3,1,0,4.0,3,33,10,1.0,0.23255813953488372,3.0115241408777393,442.0,Easy
UA,1708,2025-08-04,ORD,CLE,2025-08-04 19:35:00+00:00,2025-08-04 22:00:00+00:00,2025-08-04 19:44:00+00:00,2025-08-04 21:57:00+00:00,179,B737-900,Mainline,78,87,56,9.0,-22,145.0,22,134,7,0,0,6.0,10,14,44,0.7486033519553073,0.7586206896551724,3.5613668640348908,59.0,Difficult
UA,2011,2025-08-15,ORD,YVR,2025-08-15 08:48:00+00:00,2025-08-15 11:33:00+00:00,2025-08-15 08:47:00+00:00,2025-08-15 11:07:00+00:00,150,A320-200,Mainline,87,65,60,-1.0,-27,165.0,27,169,4,2,1,8.0,10,75,71,1.0,0.4863013698630137,3.557105357848109,91.0,Difficult
G7,4445,2025-08-06,ORD,BHM,2025-08-06 10:55:00+00:00,2025-08-06 12:55:00+00:00,2025-08-06 10:45:00+00:00,2025-08-06 12:20:00+00:00,50,CRJ-550,Express,60,45,29,-10.0,-31,120.0,31,52,2,0,0,2.0,1,10,16,1.0,0.6153846153846154,3.3412876386873824,217.0,Medium
YX,3700,2025-08-13,ORD,BNA,2025-08-13 07:25:00+00:00,2025-08-13 09:13:00+00:00,2025-08-13 07:22:00+00:00,2025-08-13 08:58:00+00:00,76,ERJ-175,Express,56,83,34,-3.0,-22,108.0,22,75,0,0,0,2.0,0,21,15,0.9868421052631579,0.4166666666666667,3.052012738329321,424.0,Easy
UA,1834,2025-08-02,ORD,TPA,2025-08-02 11:12:00+00:00,2025-08-02 15:02:00+00:00,2025-08-02 11:09:00+00:00,2025-08-02 15:05:00+00:00,166,B737-800,Mainline,88,81,51,-3.0,-37,230.0,37,258,20,5,5,5.0,0,71,39,1.0,0.35454545454545455,3.5295685660856875,213.0,Medium
OO,5234,2025-08-05,ORD,MKE,2025-08-05 10:35:00+00:00,2025-08-05 11:35:00+00:00,2025-08-05 10:34:00+00:00,2025-08-05 11:20:00+00:00,50,CRJ-550,Express,47,36,29,-1.0,-18,60.0,18,44,0,0,0,1.0,5,0,6,0.88,1.0,3.5829703467917575,114.0,Difficult
OO,5225,2025-08-07,ORD,MKE,2025-08-07 16:00:00+00:00,2025-08-07 17:00:00+00:00,2025-08-07 15:57:00+00:00,2025-08-07 17:10:00+00:00,50,CRJ-200,Express,90,65,29,-3.0,-61,60.0,61,52,1,0,0,1.0,0,16,41,1.0,0.7192982456140351,3.3905114522863347,199.0,Medium
UA,2343,2025-08-11,ORD,IND,2025-08-11 14:21:00+00:00,2025-08-11 16:32:00+00:00,2025-08-11 14:24:00+00:00,2025-08-11 16:32:00+00:00,179,B737-900,Mainline,66,97,56,3.0,-10,131.0,10,165,5,2,0,1.0,2,17,52,0.9217877094972067,0.7536231884057971,3.425146395051547,179.0,Medium
OO,5637,2025-08-10,ORD,GRB,2025-08-10 18:05:00+00:00,2025-08-10 19:18:00+00:00,2025-08-10 18:42:00+00:00,2025-08-10 19:47:00+00:00,50,CRJ-200,Express,59,75,29,37.0,-30,73.0,30,36,0,0,0,2.0,7,15,20,0.72,0.5714285714285714,2.9535024877209497,467.0,Easy
UA,2172,2025-08-04,ORD,FAI,2025-08-04 16:05:00+00:00,2025-08-04 19:40:00+00:00,2025-08-04 15:56:00+00:00,2025-08-04 18:51:00+00:00,166,B737-MAX8,Mainline,77,96,51,-9.0,-26,215.0,26,178,4,1,0,6.0,0,54,111,1.0,0.6727272727272727,3.669749074706042,36.0,Difficult
OO,4791,2025-08-07,ORD,SBN,2025-08-07 10:35:00+00:00,2025-08-07 12:33:00+00:00,2025-08-07 10:26:00+00:00,2025-08-07 12:14:00+00:00,50,CRJ-550,Express,45,41,29,-9.0,-16,118.0,16,47,0,0,0,0.0,10,1,15,0.94,0.9375,3.5163320675341114,107.0,Difficult
OO,5610,2025-08-13,ORD,CHO,2025-08-13 18:06:00+00:00,2025-08-13 21:12:00+00:00,2025-08-13 18:04:00+00:00,2025-08-13 21:17:00+00:00,50,CRJ-550,Express,75,41,29,-2.0,-46,186.0,46,59,3,2,0,2.0,4,14,12,1.0,0.46153846153846156,3.1746207372557858,359.0,Medium
OO,5977,2025-08-15,ORD,ICT,2025-08-15 12:45:00+00:00,2025-08-15 14:48:00+00:00,2025-08-15 15:06:00+00:00,2025-08-15 17:07:00+00:00,76,ERJ-175,Express,980,1118,34,141.0,-946,123.0,946,59,0,0,0,0.0,16,6,19,0.7763157894736842,0.76,3.0885175139781658,391.0,Medium
OO,5251,2025-08-13,ORD,ASE,2025-08-13 19:35:00+00:00,2025-08-13 21:44:00+00:00,2025-08-13 19:34:00+00:00,2025-08-13 21:30:00+00:00,70,ERJ-175,Express,382,215,34,-1.0,-348,129.0,348,47,1,0,0,3.0,8,21,15,0.6714285714285714,0.4166666666666667,2.776365915047358,488.0,Easy
OO,5045,2025-08-07,ORD,RHI,2025-08-07 16:35:00+00:00,2025-08-07 17:57:00+00:00,2025-08-07 16:34:00+00:00,2025-08-07 18:01:00+00:00,50,CRJ-200,Express,42,30,29,-1.0,-13,82.0,13,50,1,0,1,1.0,2,14,36,1.0,0.72,3.393453295082301,197.0,Medium
OO,5568,2025-08-04,ORD,MLI,2025-08-04 09:07:00+00:00,2025-08-04 10:22:00+00:00,2025-08-04 09:01:00+00:00,2025-08-04 10:18:00+00:00,50,CRJ-200,Express,90,88,29,-6.0,-61,75.0,61,62,3,1,0,2.0,0,13,21,1.0,0.6176470588235294,3.3612948860188645,179.0,Medium
G7,4458,2025-08-10,ORD,LIT,2025-08-10 12:45:00+00:00,2025-08-10 14:38:00+00:00,2025-08-10 12:39:00+00:00,2025-08-10 15:00:00+00:00,50,CRJ-550,Express,60,71,29,-6.0,-31,113.0,31,52,1,0,0,1.0,3,12,22,1.0,0.6470588235294118,3.3051364817427915,231.0,Medium
UA,2172,2025-08-05,ORD,FAI,2025-08-05 16:05:00+00:00,2025-08-05 19:40:00+00:00,2025-08-05 16:00:00+00:00,2025-08-05 19:14:00+00:00,166,B737-MAX8,Mainline,82,95,51,-5.0,-31,215.0,31,179,7,1,0,6.0,2,35,136,1.0,0.7953216374269005,3.8724575431743,16.0,Difficult
OO,5568,2025-08-08,ORD,MLI,2025-08-08 09:07:00+00:00,2025-08-08 10:22:00+00:00,2025-08-08 09:05:00+00:00,2025-08-08 10:26:00+00:00,50,CRJ-200,Express,977,962,29,-2.0,-948,75.0,948,47,0,0,0,1.0,0,19,35,0.94,0.6481481481481481,3.183895497105415,349.0,Medium
OO,5099,2025-08-15,ORD,CIU,2025-08-15 12:40:00+00:00,2025-08-15 15:09:00+00:00,2025-08-15 12:31:00+00:00,2025-08-15 14:57:00+00:00,50,CRJ-200,Express,46,34,29,-9.0,-17,149.0,17,45,1,0,0,0.0,9,21,13,0.9,0.38235294117647056,2.8261633120873713,501.0,Easy
OO,4748,2025-08-15,ORD,ATW,2025-08-15 20:20:00+00:00,2025-08-15 21:35:00+00:00,2025-08-15 22:18:00+00:00,2025-08-15 23:30:00+00:00,50,CRJ-550,Express,3,26,29,118.0,26,75.0,-26,36,1,0,0,0.0,0,4,15,0.72,0.7894736842105263,3.1250998568992516,371.0,Medium
UA,1156,2025-08-14,ORD,MSY,2025-08-14 19:55:00+00:00,2025-08-14 22:25:00+00:00,2025-08-14 19:57:00+00:00,2025-08-14 22:16:00+00:00,179,B737-900,Mainline,80,89,56,2.0,-24,150.0,24,117,1,0,1,2.0,4,37,54,0.6536312849162011,0.5934065934065934,2.9281382164023735,464.0,Easy
OO,5362,2025-08-06,ORD,MKE,2025-08-06 21:40:00+00:00,2025-08-06 22:45:00+00:00,2025-08-06 21:48:00+00:00,2025-08-06 22:34:00+00:00,50,CRJ-200,Express,185,172,29,8.0,-156,65.0,156,36,2,0,0,2.0,0,11,28,0.72,0.717948717948718,3.1610241548470848,315.0,Medium
YX,3628,2025-08-08,ORD,IND,2025-08-08 17:50:00+00:00,2025-08-08 20:03:00+00:00,2025-08-08 17:49:00+00:00,2025-08-08 19:58:00+00:00,76,ERJ-175,Express,59,79,34,-1.0,-25,133.0,25,84,2,1,0,3.0,7,17,42,1.0,0.711864406779661,3.5128814111085935,135.0,Difficult
UA,1785,2025-08-07,ORD,EWR,2025-08-07 16:46:00+00:00,2025-08-07 20:20:00+00:00,2025-08-07 16:55:00+00:00,2025-08-07 20:11:00+00:00,179,B737-MAX9,Mainline,111,65,56,9.0,-55,214.0,55,201,7,2,1,2.0,1,58,18,1.0,0.23684210526315788,2.979010013589183,455.0,Easy
UA,587,2025-08-12,ORD,YUL,2025-08-12 14:07:00+00:00,2025-08-12 17:26:00+00:00,2025-08-12 14:58:00+00:00,2025-08-12 19:59:00+00:00,166,B737-MAX8,Mainline,61,91,65,51.0,4,199.0,-4,151,8,3,1,3.0,25,54,34,0.9096385542168675,0.38636363636363635,3.1390477873705493,286.0,Medium
UA,2616,2025-08-13,ORD,PDX,2025-08-13 12:46:00+00:00,2025-08-13 15:14:00+00:00,2025-08-13 12:48:00+00:00,2025-08-13 15:01:00+00:00,166,B737-800,Mainline,63,90,51,2.0,-12,148.0,12,175,8,1,0,4.0,38,22,53,1.0,0.7066666666666667,3.6743962644204355,63.0,Difficult
UA,2483,2025-08-14,ORD,IAH,2025-08-14 10:35:00+00:00,2025-08-14 13:29:00+00:00,2025-08-14 10:42:00+00:00,2025-08-14 13:27:00+00:00,179,B737-900,Mainline,150,151,56,7.0,-94,174.0,94,199,5,1,4,6.0,10,67,61,1.0,0.4765625,3.449981370424627,159.0,Medium
UA,275,2025-08-01,ORD,RAP,2025-08-01 08:45:00+00:00,2025-08-01 10:20:00+00:00,2025-08-01 08:41:00+00:00,2025-08-01 09:55:00+00:00,150,A320-200,Mainline,57,48,46,-4.0,-11,95.0,11,153,2,1,1,2.0,27,6,41,1.0,0.8723404255319149,3.6505095015028117,70.0,Difficult
UA,1314,2025-08-08,ORD,IAH,2025-08-08 14:26:00+00:00,2025-08-08 17:25:00+00:00,2025-08-08 14:23:00+00:00,2025-08-08 17:46:00+00:00,200,A321-2NX,Mainline,72,83,62,-3.0,-10,179.0,10,236,11,3,1,1.0,0,92,74,1.0,0.4457831325301205,3.2505707993421527,303.0,Medium
YX,3601,2025-08-04,ORD,YYZ,2025-08-04 08:50:00+00:00,2025-08-04 11:49:00+00:00,2025-08-04 08:44:00+00:00,2025-08-04 11:18:00+00:00,76,ERJ-175,Express,52,61,42,-6.0,-10,179.0,10,80,2,0,0,0.0,0,36,14,1.0,0.28,2.8286336242853363,481.0,Easy
UA,2202,2025-08-11,ORD,IAH,2025-08-11 18:25:00+00:00,2025-08-11 21:21:00+00:00,2025-08-11 18:33:00+00:00,2025-08-11 21:24:00+00:00,179,B737-900,Mainline,75,83,56,8.0,-19,176.0,19,184,1,0,0,0.0,0,93,30,1.0,0.24390243902439024,2.766318199164412,536.0,Easy
OO,5763,2025-08-12,ORD,TUL,2025-08-12 12:45:00+00:00,2025-08-12 14:49:00+00:00,2025-08-12 12:39:00+00:00,2025-08-12 14:26:00+00:00,76,ERJ-175,Express,170,171,34,-6.0,-136,124.0,136,82,2,0,0,5.0,17,6,30,1.0,0.8333333333333334,3.764899591039492,21.0,Difficult
G7,4184,2025-08-05,ORD,DAY,2025-08-05 08:50:00+00:00,2025-08-05 11:14:00+00:00,2025-08-05 08:44:00+00:00,2025-08-05 10:57:00+00:00,50,CRJ-550,Express,53,70,29,-6.0,-24,144.0,24,53,1,0,0,2.0,0,2,29,1.0,0.9354838709677419,3.707108305947878,55.0,Difficult
UA,1381,2025-08-08,ORD,DCA,2025-08-08 09:00:00+00:00,2025-08-08 11:59:00+00:00,2025-08-08 08:52:00+00:00,2025-08-08 11:41:00+00:00,150,A320-200,Mainline,79,98,46,-8.0,-33,179.0,33,85,2,1,1,1.0,0,14,10,0.5666666666666667,0.4166666666666667,2.5861901478050027,537.0,Easy
UA,907,2025-08-15,ORD,FRA,2025-08-15 18:25:00+00:00,2025-08-16 09:55:00+00:00,2025-08-15 20:21:00+00:00,2025-08-16 12:00:00+00:00,318,B787-10,Mainline,315,203,155,116.0,-160,930.0,160,364,15,2,1,8.0,0,105,179,1.0,0.6302816901408451,3.9287148822250475,9.0,Difficult
UA,1620,2025-08-08,ORD,SEA,2025-08-08 08:50:00+00:00,2025-08-08 11:37:00+00:00,2025-08-08 08:44:00+00:00,2025-08-08 11:24:00+00:00,200,A321-2NX,Mainline,72,82,62,-6.0,-10,167.0,10,251,14,2,0,4.0,16,31,91,1.0,0.7459016393442623,3.833193627674162,16.0,Difficult
G7,4431,2025-08-10,ORD,MSN,2025-08-10 15:40:00+00:00,2025-08-10 16:45:00+00:00,2025-08-10 17:00:00+00:00,2025-08-10 18:02:00+00:00,50,CRJ-550,Express,51,37,29,80.0,-22,65.0,22,52,1,0,0,1.0,18,0,37,1.0,1.0,3.729059594294899,21.0,Difficult
OO,4809,2025-08-04,ORD,ICT,2025-08-04 09:03:00+00:00,2025-08-04 11:21:00+00:00,2025-08-04 08:58:00+00:00,2025-08-04 11:04:00+00:00,76,ERJ-175,Express,72,83,34,-5.0,-38,138.0,38,82,3,1,0,2.0,0,21,27,1.0,0.5625,3.2961245396651,212.0,Medium
OO,5251,2025-08-04,ORD,ASE,2025-08-04 19:35:00+00:00,2025-08-04 21:44:00+00:00,2025-08-04 19:32:00+00:00,2025-08-04 21:39:00+00:00,70,ERJ-175,Express,68,78,34,-3.0,-34,129.0,34,66,2,1,0,2.0,5,18,15,0.9428571428571428,0.45454545454545453,3.087359138528358,335.0,Medium
UA,3,2025-08-05,ORD,ZRH,2025-08-05 15:55:00+00:00,2025-08-06 07:45:00+00:00,2025-08-05 16:06:00+00:00,2025-08-06 07:35:00+00:00,167,B767-300,Mainline,1545,1506,145,11.0,-1400,950.0,1400,180,10,2,1,4.0,13,74,88,1.0,0.5432098765432098,3.4547400082741593,195.0,Medium
UA,1905,2025-08-07,ORD,PIT,2025-08-07 18:10:00+00:00,2025-08-07 20:51:00+00:00,2025-08-07 18:19:00+00:00,2025-08-07 20:52:00+00:00,150,A320-200,Mainline,76,87,46,9.0,-30,161.0,30,154,6,1,0,0.0,10,13,41,1.0,0.7592592592592593,3.47728844940894,126.0,Difficult
OO,5790,2025-08-13,ORD,CRW,2025-08-13 18:20:00+00:00,2025-08-13 21:04:00+00:00,2025-08-13 18:35:00+00:00,2025-08-13 21:15:00+00:00,50,CRJ-200,Express,80,68,29,15.0,-51,164.0,51,50,2,0,0,2.0,0,12,54,1.0,0.8181818181818182,3.5837693914053554,116.0,Difficult
UA,2424,2025-08-05,ORD,RDU,2025-08-05 18:20:00+00:00,2025-08-05 21:27:00+00:00,2025-08-05 18:17:00+00:00,2025-08-05 21:19:00+00:00,179,B737-MAX9,Mainline,84,90,56,-3.0,-28,187.0,28,197,6,1,1,4.0,0,20,83,1.0,0.8058252427184466,3.7554773408460544,37.0,Difficult
OO,5505,2025-08-03,ORD,SBN,2025-08-03 15:40:00+00:00,2025-08-03 17:39:00+00:00,2025-08-03 17:34:00+00:00,2025-08-03 19:28:00+00:00,50,CRJ-200,Express,78,30,29,114.0,-49,119.0,49,44,1,0,0,0.0,11,10,10,0.88,0.5,2.9446633619090536,466.0,Easy
UA,307,2025-08-06,ORD,COS,2025-08-06 09:15:00+00:00,2025-08-06 11:08:00+00:00,2025-08-06 09:18:00+00:00,2025-08-06 11:06:00+00:00,126,B737-700,Mainline,98,106,43,3.0,-55,113.0,55,119,2,0,1,4.0,4,27,56,0.9444444444444444,0.6746987951807228,3.463424241941082,152.0,Medium
OO,5568,2025-08-09,ORD,MLI,2025-08-09 09:07:00+00:00,2025-08-09 10:22:00+00:00,2025-08-09 09:01:00+00:00,2025-08-09 10:21:00+00:00,50,CRJ-200,Express,94,85,29,-6.0,-65,75.0,65,54,2,0,0,2.0,0,15,24,1.0,0.6153846153846154,3.339800324601643,316.0,Medium
UA,2075,2025-08-03,ORD,TPA,2025-08-03 17:55:00+00:00,2025-08-03 21:45:00+00:00,2025-08-03 18:01:00+00:00,2025-08-03 21:49:00+00:00,166,B737-MAX8,Mainline,74,91,51,6.0,-23,230.0,23,205,12,2,1,3.0,4,71,20,1.0,0.21978021978021978,3.108514387401038,390.0,Medium
OO,5470,2025-08-08,ORD,GEG,2025-08-08 08:40:00+00:00,2025-08-08 10:56:00+00:00,2025-08-08 08:40:00+00:00,2025-08-08 10:52:00+00:00,76,ERJ-175,Express,43,46,34,0.0,-9,136.0,9,72,2,1,0,2.0,11,20,11,0.9473684210526315,0.3548387096774194,2.9736038901079134,461.0,Easy
UA,1198,2025-08-15,ORD,CUN,2025-08-15 09:21:00+00:00,2025-08-15 13:14:00+00:00,2025-08-15 09:20:00+00:00,2025-08-15 12:56:00+00:00,179,B737-900,Mainline,108,100,70,-1.0,-38,233.0,38,221,10,1,2,4.0,2,88,6,1.0,0.06382978723404255,2.939063953596597,459.0,Easy
