company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay,arrival_delay,scheduled_flight_duration,ground_time_diff,total_pax,children_count,stroller_users,lap_child_count,ssr_count,Hot Transfer,checked_bags,transfer_bags,load_factor
UA,2426,2025-08-04,ORD,IAH,2025-08-04 19:35:00+00:00,2025-08-04 22:24:00+00:00,2025-08-04 21:38:00+00:00,2025-08-05 00:20:00+00:00,179,B737-900,Mainline,-5,119,119,123.0,116.0,169.0,-124,190,4,0,1,8.0,10,57,21,1.0
UA,1398,2025-08-04,ORD,ATL,2025-08-04 18:20:00+00:00,2025-08-04 21:29:00+00:00,2025-08-04 18:23:00+00:00,2025-08-04 21:47:00+00:00,166,B737-800,Mainline,84,100,51,3.0,18.0,189.0,33,161,1,0,1,1.0,0,44,33,0.9698795180722891
UA,312,2025-08-10,ORD,CHS,2025-08-10 18:15:00+00:00,2025-08-10 21:33:00+00:00,2025-08-10 19:17:00+00:00,2025-08-10 22:36:00+00:00,179,B737-900,Mainline,79,65,56,62.0,63.0,198.0,23,162,6,2,1,1.0,1,55,47,0.9050279329608939
UA,1113,2025-08-06,ORD,ALB,2025-08-06 11:59:00+00:00,2025-08-06 15:09:00+00:00,2025-08-06 11:49:00+00:00,2025-08-06 14:41:00+00:00,166,B737-800,Mainline,65,56,51,-10.0,-28.0,190.0,14,117,7,1,0,2.0,2,24,34,0.7048192771084337
UA,714,2025-08-12,ORD,MDT,2025-08-12 18:14:00+00:00,2025-08-12 21:11:00+00:00,2025-08-12 18:38:00+00:00,2025-08-12 21:42:00+00:00,126,A319-100,Mainline,87,71,43,24.0,31.0,177.0,44,120,6,1,0,0.0,0,6,30,0.9523809523809523
YX,3614,2025-08-11,ORD,MCI,2025-08-11 21:25:00+00:00,2025-08-11 23:14:00+00:00,2025-08-11 21:25:00+00:00,2025-08-11 23:49:00+00:00,76,ERJ-175,Express,60,82,34,0.0,35.0,109.0,26,89,4,0,0,1.0,1,28,27,1.0
UA,944,2025-08-11,ORD,FRA,2025-08-11 15:10:00+00:00,2025-08-12 06:30:00+00:00,2025-08-11 15:13:00+00:00,2025-08-12 07:03:00+00:00,318,B787-10,Mainline,250,254,155,3.0,33.0,920.0,95,221,9,2,0,7.0,0,60,139,0.6949685534591195
UA,1785,2025-08-15,ORD,EWR,2025-08-15 16:46:00+00:00,2025-08-15 20:20:00+00:00,2025-08-15 17:05:00+00:00,2025-08-15 20:42:00+00:00,179,B737-900,Mainline,111,140,56,19.0,22.0,214.0,55,211,10,3,1,2.0,1,30,27,1.0
UA,1168,2025-08-08,ORD,SFO,2025-08-08 15:54:00+00:00,2025-08-08 18:44:00+00:00,2025-08-08 16:18:00+00:00,2025-08-08 18:48:00+00:00,200,A321-2NX,Mainline,72,87,62,24.0,4.0,170.0,10,235,9,2,2,3.0,8,58,68,1.0
OO,5352,2025-08-10,ORD,CAK,2025-08-10 18:05:00+00:00,2025-08-10 20:49:00+00:00,2025-08-10 18:06:00+00:00,2025-08-10 20:41:00+00:00,50,CRJ-200,Express,65,71,29,1.0,-8.0,164.0,36,46,1,0,0,0.0,2,29,20,0.92
UA,758,2025-08-10,ORD,EWR,2025-08-10 10:35:00+00:00,2025-08-10 13:52:00+00:00,2025-08-10 12:50:00+00:00,2025-08-10 16:11:00+00:00,179,B737-900,Mainline,70,61,56,135.0,139.0,197.0,14,196,6,2,1,5.0,31,75,24,1.0
YX,3598,2025-08-14,ORD,SDF,2025-08-14 17:55:00+00:00,2025-08-14 20:26:00+00:00,2025-08-14 17:54:00+00:00,2025-08-14 20:14:00+00:00,76,ERJ-175,Express,65,81,34,-1.0,-12.0,151.0,31,69,2,1,1,1.0,16,8,14,0.9078947368421053
UA,1920,2025-08-01,ORD,LAS,2025-08-01 15:41:00+00:00,2025-08-01 17:41:00+00:00,2025-08-01 15:49:00+00:00,2025-08-01 17:42:00+00:00,179,B737-900,Mainline,67,59,56,8.0,1.0,120.0,11,185,3,0,0,1.0,14,32,54,1.0
UA,1811,2025-08-04,ORD,MSP,2025-08-04 12:45:00+00:00,2025-08-04 14:28:00+00:00,2025-08-04 12:55:00+00:00,2025-08-04 14:22:00+00:00,166,B737-MAX8,Mainline,81,105,60,10.0,-6.0,103.0,21,196,3,1,0,3.0,20,84,31,1.0
UA,1980,2025-08-14,ORD,LGA,2025-08-14 06:00:00+00:00,2025-08-14 09:11:00+00:00,2025-08-14 06:04:00+00:00,2025-08-14 09:11:00+00:00,166,B737-800,Mainline,411,218,51,4.0,0.0,191.0,360,172,3,0,0,3.0,11,44,23,1.0
UA,2189,2025-08-04,ORD,LGA,2025-08-04 13:00:00+00:00,2025-08-04 16:20:00+00:00,2025-08-04 13:14:00+00:00,2025-08-04 16:31:00+00:00,166,B737-800,Mainline,29,53,51,14.0,11.0,200.0,-22,164,0,0,0,3.0,7,85,2,0.9879518072289156
UA,1491,2025-08-12,ORD,DFW,2025-08-12 10:35:00+00:00,2025-08-12 13:14:00+00:00,2025-08-12 10:33:00+00:00,2025-08-12 12:51:00+00:00,126,A319-100,Mainline,70,64,43,-2.0,-23.0,159.0,27,148,6,2,4,7.0,7,50,31,1.0
OO,5320,2025-08-15,ORD,MKE,2025-08-15 19:40:00+00:00,2025-08-15 20:45:00+00:00,2025-08-15 19:37:00+00:00,2025-08-15 20:42:00+00:00,50,CRJ-200,Express,50,71,29,-3.0,-3.0,65.0,21,32,0,0,0,1.0,11,12,11,0.64
G7,4458,2025-08-01,ORD,LIT,2025-08-01 12:45:00+00:00,2025-08-01 14:38:00+00:00,2025-08-01 12:47:00+00:00,2025-08-01 14:37:00+00:00,50,CRJ-550,Express,40,33,29,2.0,-1.0,113.0,11,54,2,1,0,1.0,3,8,13,1.0
UA,1778,2025-08-07,ORD,OMA,2025-08-07 08:45:00+00:00,2025-08-07 10:26:00+00:00,2025-08-07 08:50:00+00:00,2025-08-07 10:26:00+00:00,126,A319-100,Mainline,67,68,43,5.0,0.0,101.0,24,139,5,2,1,0.0,10,18,59,1.0
YX,3402,2025-08-15,ORD,YOW,2025-08-15 18:15:00+00:00,2025-08-15 21:35:00+00:00,2025-08-15 18:30:00+00:00,2025-08-15 21:48:00+00:00,76,ERJ-175,Express,45,33,42,15.0,13.0,200.0,3,75,3,1,0,1.0,0,2,38,0.9868421052631579
OO,5250,2025-08-03,ORD,BNA,2025-08-03 17:50:00+00:00,2025-08-03 19:39:00+00:00,2025-08-03 21:54:00+00:00,2025-08-03 23:49:00+00:00,76,ERJ-175,Express,-154,65,34,244.0,250.0,109.0,-188,76,1,0,0,0.0,1,26,17,1.0
OO,5103,2025-08-12,ORD,JLN,2025-08-12 21:50:00+00:00,2025-08-12 23:40:00+00:00,2025-08-12 23:25:00+00:00,2025-08-13 01:08:00+00:00,50,CRJ-200,Express,2042,2104,29,95.0,88.0,110.0,2013,28,1,0,0,0.0,0,6,26,0.56
UA,2071,2025-08-01,ORD,SAN,2025-08-01 07:11:00+00:00,2025-08-01 09:34:00+00:00,2025-08-01 07:11:00+00:00,2025-08-01 09:19:00+00:00,179,B737-MAX9,Mainline,73,67,62,0.0,-15.0,143.0,11,268,24,7,0,1.0,17,67,8,1.0
OO,5585,2025-08-11,ORD,ATW,2025-08-11 12:57:00+00:00,2025-08-11 14:08:00+00:00,2025-08-11 12:52:00+00:00,2025-08-11 14:08:00+00:00,50,CRJ-550,Express,53,74,29,-5.0,0.0,71.0,24,46,1,0,0,0.0,2,0,17,0.92
UA,1421,2025-08-06,ORD,FLL,2025-08-06 07:00:00+00:00,2025-08-06 11:13:00+00:00,2025-08-06 06:57:00+00:00,2025-08-06 11:14:00+00:00,200,A321-2NX,Mainline,102,106,68,-3.0,1.0,253.0,34,267,18,5,4,4.0,10,58,22,1.0
OO,5437,2025-08-15,ORD,DLH,2025-08-15 12:50:00+00:00,2025-08-15 14:28:00+00:00,2025-08-15 13:07:00+00:00,2025-08-15 14:43:00+00:00,50,CRJ-550,Express,52,30,29,17.0,15.0,98.0,23,39,0,0,0,0.0,4,3,22,0.78
OO,6002,2025-08-01,ORD,AVL,2025-08-01 18:15:00+00:00,2025-08-01 21:20:00+00:00,2025-08-01 18:33:00+00:00,2025-08-01 21:20:00+00:00,70,ERJ-175,Express,65,73,34,18.0,0.0,185.0,31,74,2,0,1,1.0,1,4,34,1.0
UA,777,2025-08-07,ORD,LAS,2025-08-07 19:49:00+00:00,2025-08-07 21:52:00+00:00,2025-08-07 20:00:00+00:00,2025-08-07 21:49:00+00:00,166,B737-800,Mainline,86,96,51,11.0,-3.0,123.0,35,156,2,0,1,1.0,3,40,23,0.9397590361445783
G7,4476,2025-08-03,ORD,CAE,2025-08-03 13:55:00+00:00,2025-08-03 17:00:00+00:00,2025-08-03 13:45:00+00:00,2025-08-03 16:42:00+00:00,50,CRJ-550,Express,49,45,29,-10.0,-18.0,185.0,20,50,2,0,0,1.0,5,11,8,1.0
UA,970,2025-08-06,ORD,FCO,2025-08-06 15:50:00+00:00,2025-08-07 07:55:00+00:00,2025-08-06 15:47:00+00:00,2025-08-07 07:19:00+00:00,318,B787-10,Mainline,1675,1636,155,-3.0,-36.0,965.0,1520,226,11,2,1,3.0,5,97,13,0.710691823899371
G7,4542,2025-08-14,ORD,LIT,2025-08-14 20:05:00+00:00,2025-08-14 22:16:00+00:00,2025-08-14 19:58:00+00:00,2025-08-14 21:39:00+00:00,50,CRJ-550,Express,85,54,29,-7.0,-37.0,131.0,56,27,0,0,0,0.0,2,4,19,0.54
YX,3610,2025-08-01,ORD,YQB,2025-08-01 10:39:00+00:00,2025-08-01 14:16:00+00:00,2025-08-01 10:50:00+00:00,2025-08-01 14:11:00+00:00,76,ERJ-175,Express,57,74,42,11.0,-5.0,217.0,15,71,1,0,0,2.0,5,17,22,0.9342105263157895
OO,4778,2025-08-08,ORD,FAR,2025-08-08 08:45:00+00:00,2025-08-08 10:57:00+00:00,2025-08-08 08:47:00+00:00,2025-08-08 10:54:00+00:00,50,CRJ-200,Express,50,73,29,2.0,-3.0,132.0,21,51,1,0,0,0.0,4,27,21,1.0
OO,5646,2025-08-10,ORD,ATW,2025-08-10 13:59:00+00:00,2025-08-10 15:10:00+00:00,2025-08-10 14:14:00+00:00,2025-08-10 15:20:00+00:00,50,CRJ-200,Express,125,98,29,15.0,10.0,71.0,96,41,1,0,0,0.0,1,13,24,0.82
UA,2155,2025-08-10,ORD,LAX,2025-08-10 19:40:00+00:00,2025-08-10 22:14:00+00:00,2025-08-10 19:59:00+00:00,2025-08-10 22:42:00+00:00,200,A321-2NX,Mainline,166,102,62,19.0,28.0,154.0,104,243,8,1,2,1.0,12,46,39,1.0
G7,4590,2025-08-08,ORD,MDT,2025-08-08 16:45:00+00:00,2025-08-08 19:52:00+00:00,2025-08-08 16:45:00+00:00,2025-08-08 19:44:00+00:00,50,CRJ-550,Express,50,73,29,0.0,-8.0,187.0,21,49,0,0,1,3.0,6,8,16,0.98
OO,5420,2025-08-13,ORD,MLI,2025-08-13 15:35:00+00:00,2025-08-13 16:43:00+00:00,2025-08-13 15:37:00+00:00,2025-08-13 16:55:00+00:00,50,CRJ-200,Express,66,51,29,2.0,12.0,68.0,37,55,2,0,0,2.0,8,13,13,1.0
OO,5593,2025-08-14,ORD,MEM,2025-08-14 08:57:00+00:00,2025-08-14 11:02:00+00:00,2025-08-14 08:51:00+00:00,2025-08-14 10:51:00+00:00,76,ERJ-175,Express,753,739,34,-6.0,-11.0,125.0,719,54,0,0,1,1.0,2,12,13,0.7105263157894737
OO,5763,2025-08-07,ORD,TUL,2025-08-07 12:45:00+00:00,2025-08-07 14:49:00+00:00,2025-08-07 12:42:00+00:00,2025-08-07 14:35:00+00:00,76,ERJ-175,Express,47,47,34,-3.0,-14.0,124.0,13,70,2,0,1,4.0,14,13,23,0.9210526315789473
UA,490,2025-08-07,ORD,SAT,2025-08-07 08:45:00+00:00,2025-08-07 11:45:00+00:00,2025-08-07 08:39:00+00:00,2025-08-07 11:23:00+00:00,126,B737-700,Mainline,68,90,43,-6.0,-22.0,180.0,25,135,6,1,0,3.0,19,35,25,1.0
UA,669,2025-08-10,ORD,AUS,2025-08-10 07:30:00+00:00,2025-08-10 10:23:00+00:00,2025-08-10 07:23:00+00:00,2025-08-10 10:01:00+00:00,166,B737-800,Mainline,63,81,51,-7.0,-22.0,173.0,12,149,7,2,1,3.0,2,43,16,0.8975903614457831
UA,1643,2025-08-01,ORD,SEA,2025-08-01 07:10:00+00:00,2025-08-01 09:50:00+00:00,2025-08-01 07:07:00+00:00,2025-08-01 09:33:00+00:00,179,B737-900,Mainline,600,610,56,-3.0,-17.0,160.0,544,219,10,0,2,3.0,24,81,1,1.0
UA,2418,2025-08-14,ORD,PHL,2025-08-14 07:35:00+00:00,2025-08-14 10:47:00+00:00,2025-08-14 07:29:00+00:00,2025-08-14 10:32:00+00:00,150,A320-200,Mainline,67,68,52,-6.0,-15.0,192.0,15,157,4,2,2,2.0,0,33,50,1.0
UA,286,2025-08-06,ORD,CLE,2025-08-06 07:33:00+00:00,2025-08-06 09:59:00+00:00,2025-08-06 07:31:00+00:00,2025-08-06 09:49:00+00:00,179,B737-900,Mainline,501,510,56,-2.0,-10.0,146.0,445,124,1,0,1,3.0,0,15,34,0.6927374301675978
UA,1920,2025-08-04,ORD,LAS,2025-08-04 15:41:00+00:00,2025-08-04 17:41:00+00:00,2025-08-04 16:09:00+00:00,2025-08-04 18:01:00+00:00,179,B737-900,Mainline,67,88,56,28.0,20.0,120.0,11,219,9,3,2,2.0,13,74,34,1.0
UA,1617,2025-08-03,ORD,PHL,2025-08-03 14:20:00+00:00,2025-08-03 17:36:00+00:00,2025-08-03 14:18:00+00:00,2025-08-03 17:30:00+00:00,126,A319-100,Mainline,65,66,43,-2.0,-6.0,196.0,22,138,4,1,0,3.0,0,41,22,1.0
UA,987,2025-08-14,ORD,CDG,2025-08-14 18:00:00+00:00,2025-08-15 09:20:00+00:00,2025-08-14 22:02:00+00:00,2025-08-15 12:59:00+00:00,318,B787-10,Mainline,100,351,155,242.0,219.0,920.0,-55,326,21,5,1,4.0,22,90,97,1.0
OO,4739,2025-08-05,ORD,GRB,2025-08-05 15:35:00+00:00,2025-08-05 16:48:00+00:00,2025-08-05 15:24:00+00:00,2025-08-05 16:39:00+00:00,50,CRJ-200,Express,58,36,29,-11.0,-9.0,73.0,29,41,0,0,0,1.0,6,15,18,0.82
UA,1859,2025-08-02,ORD,SNA,2025-08-02 16:50:00+00:00,2025-08-02 19:18:00+00:00,2025-08-02 16:48:00+00:00,2025-08-02 19:07:00+00:00,126,B737-700,Mainline,57,74,43,-2.0,-11.0,148.0,14,168,13,5,0,2.0,1,45,51,1.0
YX,3641,2025-08-01,ORD,GRR,2025-08-01 10:35:00+00:00,2025-08-01 12:48:00+00:00,2025-08-01 10:34:00+00:00,2025-08-01 13:06:00+00:00,76,ERJ-175,Express,750,767,39,-1.0,18.0,133.0,711,69,2,1,0,1.0,24,3,22,0.9078947368421053
UA,1314,2025-08-10,ORD,IAH,2025-08-10 14:26:00+00:00,2025-08-10 17:25:00+00:00,2025-08-10 14:36:00+00:00,2025-08-10 17:23:00+00:00,200,A321-2NX,Mainline,72,61,62,10.0,-2.0,179.0,10,227,9,2,1,1.0,3,107,53,1.0
OO,5577,2025-08-06,ORD,JAX,2025-08-06 07:00:00+00:00,2025-08-06 10:39:00+00:00,2025-08-06 06:56:00+00:00,2025-08-06 10:14:00+00:00,76,ERJ-175,Express,1067,904,34,-4.0,-25.0,219.0,1033,72,1,0,0,1.0,7,31,15,0.9473684210526315
G7,4552,2025-08-12,ORD,DAY,2025-08-12 21:30:00+00:00,2025-08-12 23:58:00+00:00,2025-08-12 23:19:00+00:00,2025-08-13 01:36:00+00:00,50,CRJ-550,Express,422,540,29,109.0,98.0,148.0,393,43,0,0,0,2.0,0,1,25,0.86
OO,5140,2025-08-05,ORD,CMX,2025-08-05 21:05:00+00:00,2025-08-05 23:44:00+00:00,2025-08-05 22:04:00+00:00,2025-08-06 00:33:00+00:00,50,CRJ-200,Express,370,426,29,59.0,49.0,159.0,341,65,6,1,1,0.0,5,18,18,1.0
YX,3601,2025-08-08,ORD,YYZ,2025-08-08 08:50:00+00:00,2025-08-08 11:49:00+00:00,2025-08-08 08:48:00+00:00,2025-08-08 11:25:00+00:00,76,ERJ-175,Express,55,79,42,-2.0,-24.0,179.0,13,84,4,0,0,1.0,5,23,8,1.0
OO,5526,2025-08-06,ORD,ATW,2025-08-06 18:05:00+00:00,2025-08-06 19:18:00+00:00,2025-08-06 18:59:00+00:00,2025-08-06 19:58:00+00:00,50,CRJ-200,Express,55,35,29,54.0,40.0,73.0,26,49,0,0,0,1.0,14,18,17,0.98
UA,2618,2025-08-11,ORD,STL,2025-08-11 14:23:00+00:00,2025-08-11 15:47:00+00:00,2025-08-11 14:21:00+00:00,2025-08-11 15:40:00+00:00,150,A320-200,Mainline,69,83,46,-2.0,-7.0,84.0,23,132,1,0,0,1.0,0,25,71,0.88
OO,5847,2025-08-14,ORD,DSM,2025-08-14 16:20:00+00:00,2025-08-14 17:49:00+00:00,2025-08-14 16:17:00+00:00,2025-08-14 17:33:00+00:00,76,ERJ-175,Express,47,54,34,-3.0,-16.0,89.0,13,75,1,0,0,1.0,2,14,31,0.9868421052631579
UA,1983,2025-08-15,ORD,LAX,2025-08-15 16:50:00+00:00,2025-08-15 19:21:00+00:00,2025-08-15 17:11:00+00:00,2025-08-15 19:42:00+00:00,179,B737-900,Mainline,119,48,56,21.0,21.0,151.0,63,140,4,0,0,2.0,8,54,35,0.7821229050279329
YX,3598,2025-08-01,ORD,SDF,2025-08-01 17:55:00+00:00,2025-08-01 20:26:00+00:00,2025-08-01 17:54:00+00:00,2025-08-01 20:23:00+00:00,76,ERJ-175,Express,59,62,34,-1.0,-3.0,151.0,25,69,2,0,0,0.0,12,4,43,0.9078947368421053
UA,1577,2025-08-04,ORD,SFO,2025-08-04 14:40:00+00:00,2025-08-04 17:26:00+00:00,2025-08-04 15:00:00+00:00,2025-08-04 17:26:00+00:00,234,B757-300,Mainline,80,103,66,20.0,0.0,166.0,14,258,9,3,0,3.0,0,157,18,1.0
UA,1291,2025-08-02,ORD,IAH,2025-08-02 21:50:00+00:00,2025-08-03 00:40:00+00:00,2025-08-02 21:57:00+00:00,2025-08-03 00:37:00+00:00,200,A321-2NX,Mainline,85,77,62,7.0,-3.0,170.0,23,262,19,2,3,9.0,0,64,104,1.0
UA,1677,2025-08-12,ORD,BOS,2025-08-12 15:48:00+00:00,2025-08-12 19:18:00+00:00,2025-08-12 15:37:00+00:00,2025-08-12 20:39:00+00:00,166,B737-800,Mainline,67,73,51,-11.0,81.0,210.0,16,169,8,1,2,1.0,2,33,15,1.0
UA,1576,2025-08-02,ORD,LGA,2025-08-02 20:00:00+00:00,2025-08-02 23:22:00+00:00,2025-08-02 20:20:00+00:00,2025-08-02 23:44:00+00:00,166,B737-800,Mainline,80,84,51,20.0,22.0,202.0,29,174,5,0,1,1.0,0,44,26,1.0
OO,5474,2025-08-01,ORD,MBS,2025-08-01 18:35:00+00:00,2025-08-01 21:02:00+00:00,2025-08-01 18:25:00+00:00,2025-08-01 20:47:00+00:00,50,CRJ-550,Express,86,65,29,-10.0,-15.0,147.0,57,59,3,1,0,1.0,0,2,28,1.0
UA,1658,2025-08-04,ORD,EWR,2025-08-04 06:00:00+00:00,2025-08-04 09:13:00+00:00,2025-08-04 05:57:00+00:00,2025-08-04 08:56:00+00:00,179,B737-900,Mainline,575,559,56,-3.0,-17.0,193.0,519,182,1,0,0,0.0,0,61,8,1.0
UA,1832,2025-08-12,ORD,CMH,2025-08-12 07:10:00+00:00,2025-08-12 09:37:00+00:00,2025-08-12 07:03:00+00:00,2025-08-12 09:29:00+00:00,126,B737-700,Mainline,658,633,43,-7.0,-8.0,147.0,615,129,1,0,2,0.0,10,9,32,1.0
UA,1269,2025-08-09,ORD,CLE,2025-08-09 18:08:00+00:00,2025-08-09 20:36:00+00:00,2025-08-09 18:19:00+00:00,2025-08-09 20:33:00+00:00,126,B737-700,Mainline,81,92,43,11.0,-3.0,148.0,38,127,10,0,2,2.0,12,11,79,1.0
OO,5360,2025-08-02,ORD,MBS,2025-08-02 13:55:00+00:00,2025-08-02 16:10:00+00:00,2025-08-02 14:18:00+00:00,2025-08-02 16:22:00+00:00,50,CRJ-550,Express,40,65,29,23.0,12.0,135.0,11,58,4,2,1,6.0,14,0,19,1.0
UA,1612,2025-08-01,ORD,MEM,2025-08-01 20:00:00+00:00,2025-08-01 22:00:00+00:00,2025-08-01 20:07:00+00:00,2025-08-01 21:57:00+00:00,126,A319-100,Mainline,104,103,43,7.0,-3.0,120.0,61,152,8,3,2,5.0,0,26,67,1.0
UA,2394,2025-08-05,ORD,DEN,2025-08-05 18:35:00+00:00,2025-08-05 20:38:00+00:00,2025-08-05 18:32:00+00:00,2025-08-05 20:27:00+00:00,200,A321-2NX,Mainline,88,100,62,-3.0,-11.0,123.0,26,200,5,0,1,2.0,1,57,29,1.0
YX,3493,2025-08-06,ORD,DTW,2025-08-06 21:25:00+00:00,2025-08-06 23:57:00+00:00,2025-08-06 21:36:00+00:00,2025-08-06 23:48:00+00:00,76,ERJ-175,Express,60,104,34,11.0,-9.0,152.0,26,65,0,0,0,4.0,6,13,19,0.8552631578947368
UA,1756,2025-08-11,ORD,YYZ,2025-08-11 21:14:00+00:00,2025-08-11 23:58:00+00:00,2025-08-11 21:17:00+00:00,2025-08-12 00:12:00+00:00,166,B737-800,Mainline,74,56,65,3.0,14.0,164.0,9,154,8,2,0,1.0,14,27,46,0.927710843373494
UA,2465,2025-08-14,ORD,ORF,2025-08-14 11:55:00+00:00,2025-08-14 15:14:00+00:00,2025-08-14 11:46:00+00:00,2025-08-14 14:56:00+00:00,179,B737-MAX9,Mainline,68,69,56,-9.0,-18.0,199.0,12,195,12,2,0,3.0,3,21,40,1.0
UA,2465,2025-08-02,ORD,ORF,2025-08-02 11:55:00+00:00,2025-08-02 15:14:00+00:00,2025-08-02 11:47:00+00:00,2025-08-02 15:09:00+00:00,179,B737-MAX9,Mainline,68,89,56,-8.0,-5.0,199.0,12,246,16,1,1,0.0,0,89,72,1.0
G7,4391,2025-08-04,ORD,SGF,2025-08-04 20:06:00+00:00,2025-08-04 22:00:00+00:00,2025-08-04 20:58:00+00:00,2025-08-04 22:35:00+00:00,50,CRJ-550,Express,71,118,29,52.0,35.0,114.0,42,49,1,1,1,3.0,0,13,37,0.98
UA,2133,2025-08-09,ORD,EWR,2025-08-09 15:40:00+00:00,2025-08-09 19:14:00+00:00,2025-08-09 16:37:00+00:00,2025-08-09 19:57:00+00:00,176,B757-200,Mainline,67,115,56,57.0,43.0,214.0,11,204,12,0,1,9.0,7,68,35,1.0
UA,1144,2025-08-07,ORD,ONT,2025-08-07 19:35:00+00:00,2025-08-07 22:06:00+00:00,2025-08-07 20:17:00+00:00,2025-08-07 22:40:00+00:00,166,B737-800,Mainline,79,80,51,42.0,34.0,151.0,28,202,9,2,0,1.0,12,53,20,1.0
UA,2661,2025-08-01,ORD,LGA,2025-08-01 10:00:00+00:00,2025-08-01 13:18:00+00:00,2025-08-01 10:00:00+00:00,2025-08-01 12:57:00+00:00,166,B737-800,Mainline,63,64,51,0.0,-21.0,198.0,12,248,18,4,4,1.0,0,73,0,1.0
UA,2225,2025-08-12,ORD,PHX,2025-08-12 09:15:00+00:00,2025-08-12 11:09:00+00:00,2025-08-12 09:14:00+00:00,2025-08-12 10:50:00+00:00,179,B737-900,Mainline,105,123,56,-1.0,-19.0,114.0,49,142,5,4,0,1.0,0,68,19,0.7932960893854749
UA,708,2025-08-08,ORD,MCI,2025-08-08 08:51:00+00:00,2025-08-08 10:35:00+00:00,2025-08-08 08:49:00+00:00,2025-08-08 10:21:00+00:00,126,A319-100,Mainline,70,91,43,-2.0,-14.0,104.0,27,130,3,1,1,6.0,6,30,34,1.0
UA,2497,2025-08-14,ORD,DTW,2025-08-14 19:35:00+00:00,2025-08-14 22:05:00+00:00,2025-08-14 19:56:00+00:00,2025-08-14 22:09:00+00:00,150,A320-200,Mainline,79,45,46,21.0,4.0,150.0,33,142,8,1,1,1.0,11,21,30,0.9466666666666667
OO,4792,2025-08-11,ORD,ROA,2025-08-11 17:57:00+00:00,2025-08-11 21:04:00+00:00,2025-08-11 18:16:00+00:00,2025-08-11 21:30:00+00:00,76,ERJ-175,Express,42,35,34,19.0,26.0,187.0,8,77,1,0,0,0.0,12,15,39,1.0
OO,5448,2025-08-11,ORD,FWA,2025-08-11 14:00:00+00:00,2025-08-11 16:12:00+00:00,2025-08-11 14:00:00+00:00,2025-08-11 16:24:00+00:00,50,CRJ-200,Express,115,67,29,0.0,12.0,132.0,86,50,1,0,0,1.0,6,24,19,1.0
G7,4518,2025-08-10,ORD,STL,2025-08-10 16:47:00+00:00,2025-08-10 18:07:00+00:00,2025-08-10 16:47:00+00:00,2025-08-10 18:31:00+00:00,50,CRJ-550,Express,129,115,29,0.0,24.0,80.0,100,55,1,0,0,0.0,0,5,34,1.0
G7,4584,2025-08-03,ORD,TUL,2025-08-03 20:07:00+00:00,2025-08-03 22:15:00+00:00,2025-08-03 20:02:00+00:00,2025-08-03 21:43:00+00:00,50,CRJ-550,Express,72,47,29,-5.0,-32.0,128.0,43,47,0,0,0,0.0,0,14,34,0.94
OO,5138,2025-08-06,ORD,MGW,2025-08-06 21:13:00+00:00,2025-08-06 23:59:00+00:00,2025-08-06 22:50:00+00:00,2025-08-07 01:18:00+00:00,50,CRJ-200,Express,53,125,29,97.0,79.0,166.0,24,24,0,0,0,0.0,5,10,7,0.48
G7,4611,2025-08-04,ORD,MDT,2025-08-04 07:15:00+00:00,2025-08-04 10:14:00+00:00,2025-08-04 07:09:00+00:00,2025-08-04 10:00:00+00:00,50,CRJ-550,Express,650,624,29,-6.0,-14.0,179.0,621,42,0,0,0,0.0,2,7,12,0.84
G7,4559,2025-08-10,ORD,SDF,2025-08-10 10:55:00+00:00,2025-08-10 13:24:00+00:00,2025-08-10 10:49:00+00:00,2025-08-10 13:14:00+00:00,50,CRJ-550,Express,62,84,29,-6.0,-10.0,149.0,33,50,0,0,0,5.0,1,13,26,1.0
OO,5521,2025-08-07,ORD,ATW,2025-08-07 15:35:00+00:00,2025-08-07 16:48:00+00:00,2025-08-07 15:39:00+00:00,2025-08-07 17:12:00+00:00,50,CRJ-200,Express,210,47,29,4.0,24.0,73.0,181,51,2,1,0,0.0,12,12,18,1.0
UA,2059,2025-08-14,ORD,PDX,2025-08-14 19:55:00+00:00,2025-08-14 22:29:00+00:00,2025-08-14 19:55:00+00:00,2025-08-14 22:10:00+00:00,179,B737-MAX9,Mainline,73,80,56,0.0,-19.0,154.0,17,200,10,3,0,3.0,7,13,63,1.0
UA,1301,2025-08-02,ORD,ICT,2025-08-02 20:00:00+00:00,2025-08-02 22:03:00+00:00,2025-08-02 20:27:00+00:00,2025-08-02 22:09:00+00:00,126,A319-100,Mainline,100,126,43,27.0,6.0,123.0,57,152,11,0,0,1.0,2,5,110,1.0
UA,1377,2025-08-13,ORD,MYR,2025-08-13 11:20:00+00:00,2025-08-13 14:35:00+00:00,2025-08-13 12:27:00+00:00,2025-08-13 15:45:00+00:00,179,B737-900,Mainline,940,977,119,67.0,70.0,195.0,821,187,17,4,3,2.0,2,48,49,1.0
